一	いち
一輪車	いちりんしゃ
一辺	いっぺん
一辺倒	いっぺんとう
一途	いちず
一途に	いちずに
一通	いっつう
一通り	ひととおり
一通り揃う	ひととおりそろう
一連	いちれん
一週	いっしゅう
一週間	いっしゅうかん
一進一退	いっしんいったい
一遇	いちぐう
一遍	いっぺん
一遍に	いっぺんに
一過	いっか
一過性	いっかせい
一過性肺浸潤	いっかせいはいしんじゅん
一道	いちどう
一遺伝子雑種	いちいでんしざっしゅ
一部	いちぶ
一部保険	いちぶほけん
一部分	いちぶぶん
一部始終	いちぶしじゅう
一郭	いっかく
一酸化	いっさんか
一酸化二窒素	いっさんかにちっそ
一酸化炭素	いっさんかたんそ
一酸化炭素中毒	いっさんかたんそちゅうどく
一酸化窒素	いっさんかちっそ
一酸塩基	いっさんえんき
一里	いちり
一里塚	いちりづか
一重	ひとえ
一重ね	ひとかさね
一重まぶた	ひとえまぶた
一重桜	ひとえざくら
一重瞼	ひとえまぶた
一重継ぎ	ひとえつぎ
一銭	いっせん
一錠	いちじょう
一長一短	いっちょういったん
一門	いちもん
一門別総当り	いちもんべつそうあたり
一閃	いっせん
一閑張り	いっかんばり
一間	ひとま
一院制	いちいんせい
一陣	いちじん
一陣の風	いちじんのかぜ
一陽来復	いちようらいふく
一陽来腹	いちようらいふく
一隅	いちぐう
一隊	いったい
一階	いっかい
一際	ひときわ
一隻	いっせき
一隻眼	いっせきがん
一難	いちなん
一雨	ひとあめ
一雫	いってき
一面	いちめん
一面的	いちめんてき
一面観	いちめんかん
一面識	いちめんしき
一音節	いちおんせつ
一頃	ひところ
一項	いっこう
一頭	いっとう
一頭地を抜く	いっとうちをぬく
一頭引き	いっとうびき
一頭牽き	いっとうびき
一頭立て	いっとうだて
一頻り	ひとしきり
一類	いちるい
一顧	いっこ
一顧もしない	いっこもしない
一顰一笑	いっぴんいっしょう
一風	いっぷう
一風呂	ひとふろ
一風変った	いっぷうかわった
一風変わった	いっぷうかわった
一飛	いちひ
一食	いちじき
一飯	いっぱん
一飲み	ひとのみ
一首	いっしゅ
一駄	いちだ
一駒	ひとこま
一騎	いっき
一騎当千	いっきとうせん
一騎当千の武者	いっきとうせんのむしゃ
一騎打	いっきうち
一騎打ち	いっきうち
一騎討	いっきうち
一騎討ち	いっきうち
一騒動	ひとそうどう
一驚	いっきょう
一高い	いちたかい
一高一低	いっこういってい
一髪	いっぱつ
一鼓	いっこ
一齣	ひとくさり
一齣一齣	ひとこまひとこま
丁	てい
丁々	ちょうちょう
丁々発止	ちょうちょうはっし
丁か半か	ちょうかはんか
丁丁	ちょうちょう
丁丁発止	ちょうちょうはっし
丁亥	ていがい
丁付け	ちょうづけ
丁半	ちょうはん
丁夜	ていや
丁子	ちょうじ
丁子油	ちょうじゆ
丁字	ちょうじ
丁字定規	ていじじょうぎ
丁字帯	ていじたい
丁字形	ていじけい
丁字形定規	ていじがたじょうぎ
丁字桜	ちょうじざくら
丁字路	ていじろ
丁定規	ていじょうぎ
丁寧	ていねい
丁寧懇切	ていねいこんせつ
丁寧語	ていねいご
丁年	ていねん
丁年者	ていねんしゃ
丁度	ちょうど
丁度良い時に	ちょうどよいときに
丁抹	デンマーク
丁数	ちょうすう
丁番	ちょうばん
丁目	ちょうめ
丁稚	でっち
丁稚奉公	でっちぼうこう
丁酉	ていゆう
丁重	ていちょう
丁髷	ちょんまげ
七	しち
七々日	しちしちにち
七つ	ななつ
七つの海	ななつのうみ
七つ屋	ななつや
七つ星	ななつぼし
七つ時	ななつどき
七七日	しちしちにち
七三	しちさん
七不思議	ななふしぎ
七並べ	しちならべ
七五三	しちごさん
七五三縄	しめなわ
七五調	しちごちょう
七仏	しちぶつ
七光	ななひかり
七光り	ななひかり
七公三民	しちこうさんみん
七分	しちぶん
七分三分	しちぶさんぶ
七分搗き	しちぶづき
七分袖	しちぶそで
七化け	ななばけ
七十	しちじゅう
七十二候	しちじゅうにこう
七十人訳聖書	しちじゅうにんやくせいしょ
七十古希	しちじゅうこき
七十路	ななそじ
七厘	しちりん
七味	しちみ
七味唐辛子	しちみとうがらし
七回忌	しちかいき
七堂伽藍	しちどうがらん
七変化	しちへんげ
七夕	たなばた
七夜	しちや
七大寺	しちだいじ
七宝	しっぽう
七宝焼	しっぽうやき
七宝焼き	しっぽうやき
七年忌	しちねんき
七年戦争	しちねんせんそう
七弦琴	しちげんきん
七方出	しっぽうで
七日	なのか
七日鮫	なぬかざめ
七星	しちせい
七星天道虫	ななほしてんとう
七星瓢虫	ななほしてんとう
七曜	しちよう
七曜表	しちようひょう
七曲がり	ななまがり
七月	しちがつ
七本	ななほん
七珍万宝	しっちんまんぽう
七生	しちしょう
七生報国	しちしょうほうこく
七百	ななひゃく
七福神	しちふくじん
七種競技	ななしゅきょうぎ
七竈	ななかまど
七節	ななふし
七絃琴	しちげんきん
七色	しちしょく
七色唐辛子	なないろとうがらし
七草	ななくさ
七草粥	ななくさがゆ
七衆	しちしゅ
七観音	しちかんのん
七角形	しちかっけい
七言律詩	しちごんりっし
七言絶句	しちごんぜっく
七賢	しちけん
七転び八起き	ななころびやおき
七転八倒	しちてんばっとう
七転八起	ななころびやおき
七輪	しちりん
七辺形	しちへんけい
七週の祭	ななまわりのいわい
七週の祭り	ななしゅうのまつり
七道	しちどう
七重	ななえ
七難	しちなん
七難八苦	しちなんはっく
七面体	しちめんたい
七面倒	しちめんどう
七面鳥	しちめんちょう
七顛八倒	しちてんばっとう
七顛八起	ななころびやおき
万	まん
万々	まんまん
万が一	まんがいち
万一	まんいち
万一に備える	まんいちにそなえる
万一のため	まんいちのため
万一を考える	まんいちをかんがえる
万万	まんまん
万万一	ばんばんいち
万万歳	ばんばんざい
万丈	ばんじょう
万世	ばんだい
万世一系	ばんせいいっけい
万世不易	ばんせいふえき
万乗	ばんじょう
万事	ばんじ
万事万端	ばんじばんたん
万事休す	ばんじきゅうす
万事窮す	ばんじきゅうす
万人	ばんにん
万人向き	ばんにんむき
万人向きである	ばんにんむきである
万人向け	ばんにんむけ
万仞	ばんじん
万代	ばんだい
万代不易	ばんだいふえき
万作	まんさく
万全	ばんぜん
万全の策	ばんぜんのさく
万円	まんえん
万分の一	まんぶんのいち
万別	ばんべつ
万券	まんけん
万力	まんりき
万力鎖	まんりきぐさり
万劫	ばんごう
万劫末代	まんごうまつだい
万化	ばんか
万千	ばんせん
万卒	ばんそつ
万博	ばんぱく
万口	ばんこう
万古	ばんこ
万古不易	ばんこふえき
万善	まんぜん
万国	ばんこく
万国共通	ばんこくきょうつう
万国博覧会	ばんこくはくらんかい
万国史	ばんこくし
万国国際音標文字	ばんこくこくさいおんぴょうもじ
万国旗	ばんこくき
万国標準時	ばんこくひょうじゅんじ
万国民	ばんこくみん
万国著作権条約	ばんこくちょさくけんじょうやく
万国郵便連合	ばんこくゆうびんれんごう
万場	まんじょう
万場一致で	まんじょういっちで
万境	ばんきょう
万天	ばんてん
万夫	ばんぷ
万夫不当	ばんぷふとう
万子	マンズ
万宝	ばんぽう
万寿	まんじゅ
万尋	ばんじん
万屋	よろずや
万已むを得なければ	ばんやむをえなければ
万巻	まんがん
万年	まんねん
万年候補	まんねんこうほ
万年床	まんねんどこ
万年新造	まんねんしんぞう
万年筆	まんねんひつ
万年茸	まんねんたけ
万年雪	まんねんゆき
万年青	まんねんせい
万年青年	まんねんせいねん
万延	まんえん
万引	まんびき
万引き	まんびき
万愚節	ばんぐせつ
万感	ばんかん
万戸	ばんこ
万才	まんざい
万摺	まんづり
万斛	ばんこく
万方	ばんぽう
万景峰号	マンギョンボンごう
万有	ばんゆう
万有引力	ばんゆういんりょく
万有引力定数	ばんゆういんりょくていすう
万有神教	ばんゆうしんきょう
万朶	ばんだ
万来	ばんらい
万機	ばんき
万止むを得ず	ばんやむをえず
万止むを得なければ	ばんやむをえなければ
万歩計	まんぽけい
万歳	ばんざい
万歳三唱	ばんざいさんしょう
万死	ばんし
万死一生	ばんしいっしょう
万民	ばんみん
万治	まんじ
万灯	まんどう
万灯会	まんどうえ
万点	まんてん
万物	ばんぶつ
万物の霊長	ばんぶつのれいちょう
万物流転	ばんぶつるてん
万状	ばんじょう
万病	まんびょう
万病のもと	まんびょうのもと
万病の元	まんびょうのもと
万目	ばんもく
万福	ばんぷく
万端	ばんたん
万策	ばんさく
万緑	ばんりょく
万緑一紅	ばんりょくいっこう
万緑叢中紅一点	ばんりょくそうちゅうこういってん
万聖節	ばんせいせつ
万能	ばんのう
万能薬	ばんのうやく
万能選手	ばんのうせんしゅ
万般	ばんぱん
万芸	ばんげい
万華鏡	ばんかきょう
万葉仮名	まんようがな
